timestamp,original,archive_url,mimetype,resource_kind,path_year_month,candidate_score,digest,status
20041015211033,http://www.qlsn.com/images/pjx.jpg,https://web.archive.org/web/20041015211033id_/http://www.qlsn.com/images/pjx.jpg,image/jpeg,site_image,,0,QZTMPN6PEL4B4236NMIVKDPSBYZ6X3RS,candidate_requires_visual_verification
20041016025022,http://www.qlsn.com/images/psc.jpg,https://web.archive.org/web/20041016025022id_/http://www.qlsn.com/images/psc.jpg,image/jpeg,site_image,,0,6O3EORLB7PHWYB3DKBGKL6IYESTOPBU7,candidate_requires_visual_verification
20041016080458,http://www.qlsn.com/images/pys.jpg,https://web.archive.org/web/20041016080458id_/http://www.qlsn.com/images/pys.jpg,image/jpeg,site_image,,0,MWXWHQTAS3EEHEIGQORS5AWCNIMKS2UM,candidate_requires_visual_verification
20041016085800,http://www.qlsn.com/images/ra.gif,https://web.archive.org/web/20041016085800id_/http://www.qlsn.com/images/ra.gif,image/gif,site_image,,0,4BADJNONZSS76CA7NA7TNVRELJURCP2B,candidate_requires_visual_verification
20050320070727,http://www.qlsn.com/images/xlgzs.gif,https://web.archive.org/web/20050320070727id_/http://www.qlsn.com/images/xlgzs.gif,image/gif,site_image,,0,4AWCZY4PEORCD6ZSSMVUOWCYLIUEY57A,candidate_requires_visual_verification
20160826060552,http://www.qlsn.com/picture/714-1.jpg,https://web.archive.org/web/20160826060552id_/http://www.qlsn.com/picture/714-1.jpg,image/jpeg,other_image,,0,REOR5WZOBHWLOOE6EISMHC4Q2JPNPAPS,candidate_requires_visual_verification
20041016095004,http://www.qlsn.com/tu/20047259.gif,https://web.archive.org/web/20041016095004id_/http://www.qlsn.com/tu/20047259.gif,image/gif,other_image,,0,RVGW4IG3ROWAN4RAQXHNIUO3UJFX2NRU,candidate_requires_visual_verification
20041016103719,http://www.qlsn.com/tu/zhongqiu.gif,https://web.archive.org/web/20041016103719id_/http://www.qlsn.com/tu/zhongqiu.gif,image/gif,other_image,,0,P7HHXX7ZGUTSXFBGAGTHRKQFJE3F2N7T,candidate_requires_visual_verification
20041016203542,http://www.qlsn.com/tu/zhongqiu.jpg,https://web.archive.org/web/20041016203542id_/http://www.qlsn.com/tu/zhongqiu.jpg,image/jpeg,other_image,,0,YNMVYJOK4QQXIBXHQYOFBAIHZ5M22YVA,candidate_requires_visual_verification
20041016211925,http://www.qlsn.com/tu/zhongqiw.jpg,https://web.archive.org/web/20041016211925id_/http://www.qlsn.com/tu/zhongqiw.jpg,image/jpeg,other_image,,0,GH4J7LQA7MTAMJLNTJSHQIROZ4XNLOLN,candidate_requires_visual_verification
20041016212703,http://www.qlsn.com/tu/zhongqix.jpg,https://web.archive.org/web/20041016212703id_/http://www.qlsn.com/tu/zhongqix.jpg,image/jpeg,other_image,,0,3CYXNMG33ZTO5VJOLW7J2SPOT65G2UJ4,candidate_requires_visual_verification
20041016214946,http://www.qlsn.com/tu/zhongqiy.jpg,https://web.archive.org/web/20041016214946id_/http://www.qlsn.com/tu/zhongqiy.jpg,image/jpeg,other_image,,0,SWGHLNLY6JNCXQ6Y623A43M6RDTG6ZS7,candidate_requires_visual_verification
20041016221034,http://www.qlsn.com/tu/zhongqiz.jpg,https://web.archive.org/web/20041016221034id_/http://www.qlsn.com/tu/zhongqiz.jpg,image/jpeg,other_image,,0,DVQJLAFC5FPSJY3JMKODRL2663HL4F5O,candidate_requires_visual_verification
